track_id,track_name,artists,track_genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
trk_02942,Musica 02942,Artista 126,rock,74,0.6991,0.297,-2.1049,0.1179,0.2123,0.1413,0.1136,0.041,122.5,193147
trk_02943,Musica 02943,Artista 122,latin,64,0.4432,0.4132,-10.9161,0.1072,0.5051,0.2231,0.3048,0.626,132.85,100853
trk_02944,Musica 02944,Artista 047,pop,66,0.7111,0.609,-7.5501,0.1114,0.6855,0.1293,0.1405,0.8522,87.12,191812
trk_02945,Musica 02945,Artista 021,rock,82,0.6377,0.2902,-4.7143,0.11,0.3548,0.0271,0.096,0.6134,106.5,266744
trk_02946,Musica 02946,Artista 100,hip-hop,60,0.7873,0.636,-3.4859,0.2022,0.3037,0.1502,0.2721,0.2804,90.37,367720
trk_02947,Musica 02947,Artista 212,hip-hop,71,0.8768,0.5501,-6.0664,0.3427,0.1091,0.0324,0.0595,0.2826,109.59,249889
trk_02948,Musica 02948,Artista 171,indie,70,0.7224,0.7835,-1.6473,0.2794,0.4156,0.0017,0.3811,0.5293,173.35,217769
trk_02949,Musica 02949,Artista 047,dance,71,0.545,0.7246,-7.8249,0.3897,0.2914,0.0897,0.5993,0.733,112.88,257802
trk_02950,Musica 02950,Artista 216,latin,79,0.8896,0.7806,-1.9864,0.0547,0.0165,0.1485,0.159,0.1825,95.33,182694
trk_02951,Musica 02951,Artista 217,pop,63,0.7442,0.4046,-2.9172,0.1968,0.0956,0.1709,0.4628,0.8531,86.48,248131
trk_02952,Musica 02952,Artista 212,indie,49,0.6229,0.7682,-9.5768,0.0439,0.7063,0.0143,0.5224,0.2652,100.05,232839
trk_02953,Musica 02953,Artista 078,pop,77,0.7575,0.8879,-3.417,0.0199,0.4765,0.0633,0.1861,0.1453,115.78,278148
trk_02954,Musica 02954,Artista 071,r&b,64,0.6041,0.7513,-3.6509,0.2438,0.0094,0.0592,0.3055,0.8137,138.05,213798
trk_02955,Musica 02955,Artista 162,electronic,56,0.6383,0.6281,-8.2577,0.2589,0.4619,0.2541,0.2624,0.7048,133.75,235559
trk_02956,Musica 02956,Artista 090,hip-hop,50,0.446,0.6391,-9.2042,0.0523,0.3093,0.166,0.3522,0.1913,139.68,194534
trk_02957,Musica 02957,Artista 214,pop,70,0.4982,0.7231,-3.7823,0.2949,0.3581,0.0319,0.0147,0.7606,149.68,217170
trk_02958,Musica 02958,Artista 050,pop,67,0.4104,0.6842,-3.1229,0.0113,0.2994,0.1107,0.2447,0.813,139.3,220887
trk_02959,Musica 02959,Artista 112,rock,53,0.666,0.441,-6.5149,0.0065,0.2514,0.2322,0.1001,0.3005,143.93,242972
trk_02960,Musica 02960,Artista 178,r&b,44,0.6112,0.3098,-7.9488,0.1715,0.2565,0.0185,0.0492,0.8627,188.73,222278
trk_02961,Musica 02961,Artista 207,indie,53,0.5382,0.4099,-4.7191,0.2442,0.16,0.0832,0.1675,0.7632,134.58,204704
trk_02962,Musica 02962,Artista 092,dance,51,0.633,0.1397,-12.2345,0.0511,0.4996,0.1765,0.0841,0.3962,122.49,180221
trk_02963,Musica 02963,Artista 075,pop,92,0.9088,0.8826,0.4413,0.0612,0.1361,0.1051,0.126,0.2583,121.19,206015
trk_02964,Musica 02964,Artista 150,sertanejo,60,0.619,0.1656,-0.2599,0.0143,0.4274,0.029,0.2546,0.2656,109.92,192685
trk_02965,Musica 02965,Artista 140,rock,70,0.7541,0.7243,-4.2353,0.1543,0.0794,0.002,0.0859,0.5881,98.28,213894
trk_02966,Musica 02966,Artista 052,sertanejo,71,0.8826,0.8024,0.1282,0.276,0.2498,0.058,0.276,0.6886,81.74,153223
trk_02967,Musica 02967,Artista 164,hip-hop,69,0.8689,0.857,-1.0411,0.0812,0.0869,0.0085,0.0859,0.1822,190.57,297496
trk_02968,Musica 02968,Artista 167,rock,78,0.8574,0.5236,1.0,0.2345,0.3786,0.0003,0.0139,0.8481,101.39,180355
trk_02969,Musica 02969,Artista 013,sertanejo,58,0.5138,0.3325,-14.2049,0.0654,0.4171,0.0355,0.0741,0.4425,142.34,296991
trk_02970,Musica 02970,Artista 197,rock,89,0.6289,0.8617,-1.802,0.4369,0.043,0.0146,0.0401,0.3737,123.8,157140
trk_02971,Musica 02971,Artista 056,electronic,71,0.7442,0.7206,-12.6529,0.0093,0.6258,0.0052,0.0617,0.4714,119.5,309531
trk_02972,Musica 02972,Artista 237,funk,70,0.287,0.7496,-7.4963,0.321,0.4378,0.0598,0.1138,0.6161,129.53,255019
trk_02973,Musica 02973,Artista 211,pop,61,0.6682,0.2454,-7.1826,0.1091,0.3777,0.0449,0.3272,0.0936,124.78,157742
trk_02974,Musica 02974,Artista 078,r&b,58,0.8775,0.3039,-7.8843,0.1102,0.1922,0.0707,0.2296,0.3392,69.99,230909
trk_02975,Musica 02975,Artista 059,electronic,68,0.8103,0.5697,-1.5371,0.0325,0.2421,0.0333,0.1362,0.2345,126.72,239339
trk_02976,Musica 02976,Artista 229,latin,53,0.4687,0.4891,-0.0718,0.1178,0.22,0.0506,0.4067,0.366,140.01,295022
trk_02977,Musica 02977,Artista 123,funk,77,0.5282,0.7804,-2.866,0.2276,0.2978,0.041,0.0065,0.2049,138.93,209818
trk_02978,Musica 02978,Artista 195,funk,92,0.5361,0.8775,1.0,0.1278,0.4791,0.066,0.2862,0.5185,97.42,267041
trk_02979,Musica 02979,Artista 241,funk,64,0.7052,0.5722,-9.1627,0.179,0.2099,0.0212,0.4046,0.6978,137.77,213332
trk_02980,Musica 02980,Artista 154,latin,59,0.7242,0.4493,-8.9344,0.1579,0.3462,0.058,0.094,0.3627,97.72,142086
trk_02981,Musica 02981,Artista 141,sertanejo,57,0.286,0.8811,-7.3757,0.4388,0.4733,0.1179,0.0415,0.8195,55.0,241249
trk_02982,Musica 02982,Artista 124,rock,57,0.3939,0.4745,-2.4715,0.0977,0.2773,0.1026,0.0946,0.0883,74.91,199473
trk_02983,Musica 02983,Artista 211,pop,69,0.3593,0.8668,0.1977,0.1701,0.4764,0.0019,0.0859,0.6744,77.03,221154
trk_02984,Musica 02984,Artista 241,sertanejo,76,0.6048,0.893,-8.6264,0.3009,0.0138,0.0017,0.3003,0.6144,163.39,259034
trk_02985,Musica 02985,Artista 152,pop,69,0.7317,0.3868,-8.9709,0.0405,0.3034,0.0278,0.4051,0.1867,124.43,294683
trk_02986,Musica 02986,Artista 011,rock,36,0.2572,0.3029,-7.4099,0.1704,0.0829,0.0872,0.2223,0.1853,76.18,172349
trk_02987,Musica 02987,Artista 008,pop,65,0.6409,0.2798,-8.6867,0.483,0.0272,0.0791,0.097,0.0671,142.7,191802
trk_02988,Musica 02988,Artista 208,sertanejo,63,0.5251,0.9431,-5.4879,0.0004,0.2718,0.0203,0.4481,0.7804,145.38,194305
trk_02989,Musica 02989,Artista 179,pop,82,0.629,0.3897,-7.1667,0.1431,0.4618,0.0606,0.485,0.5799,137.87,233331
trk_02990,Musica 02990,Artista 232,sertanejo,75,0.6274,0.6061,-8.2317,0.1,0.2105,0.0186,0.2287,0.4037,122.75,215365
trk_02991,Musica 02991,Artista 093,indie,73,0.6515,0.6658,-1.5745,0.1164,0.6078,0.2506,0.0428,0.511,131.11,207722
trk_02992,Musica 02992,Artista 154,latin,60,0.2503,0.2435,-1.7156,0.1885,0.1255,0.0383,0.1405,0.5289,97.71,186861
trk_02993,Musica 02993,Artista 016,hip-hop,74,0.7854,0.8085,-8.7293,0.2879,0.3947,0.0001,0.1235,0.6482,134.63,162239
trk_02994,Musica 02994,Artista 135,sertanejo,66,0.9357,0.6256,-4.0662,0.0281,0.092,0.0729,0.1287,0.7431,123.96,173676
trk_02995,Musica 02995,Artista 230,sertanejo,52,0.347,0.5633,-3.3153,0.0601,0.1799,0.1635,0.178,0.5532,69.91,186242
trk_02996,Musica 02996,Artista 126,electronic,68,0.9243,0.3972,-9.1544,0.1738,0.1948,0.014,0.1367,0.33,104.59,248496
trk_02997,Musica 02997,Artista 200,funk,51,0.3348,0.6688,-10.2099,0.0738,0.3225,0.0651,0.0511,0.2398,120.85,172143
trk_02998,Musica 02998,Artista 114,rock,46,0.7286,0.3941,-6.8081,0.1188,0.0971,0.1564,0.363,0.3052,78.87,310679
trk_02999,Musica 02999,Artista 170,dance,75,0.847,0.9977,-5.0751,0.1179,0.176,0.0138,0.0039,0.8303,112.62,112506
trk_03000,Musica 03000,Artista 235,pop,59,0.2483,0.564,-6.6936,0.0131,0.4896,0.0806,0.0557,0.6086,97.72,191856
trk_03001,Musica 03001,Artista 227,latin,43,0.8162,0.5438,-3.5761,0.1534,0.427,0.4587,0.2318,0.2618,74.93,216756
trk_03002,Musica 03002,Artista 077,sertanejo,82,0.8656,0.511,-1.8542,0.018,0.1451,0.1298,0.4533,0.8594,151.26,229813
trk_03003,Musica 03003,Artista 003,rock,60,0.5961,0.6168,1.0,0.0541,0.4385,0.0719,0.4923,0.2456,131.66,228497
trk_03004,Musica 03004,Artista 018,indie,46,0.6943,0.5073,-4.3772,0.1767,0.319,0.1451,0.1114,0.2818,107.09,208886
trk_03005,Musica 03005,Artista 097,pop,75,0.5519,0.4594,-6.1435,0.1679,0.4734,0.0306,0.1553,0.1913,146.09,250372
trk_03006,Musica 03006,Artista 181,indie,69,0.7096,0.8403,-8.2465,0.0384,0.2304,0.0644,0.3304,0.7959,161.04,149656
trk_03007,Musica 03007,Artista 227,sertanejo,63,0.8701,0.6945,-3.0717,0.2121,0.4769,0.0001,0.3112,0.6635,92.57,275214
trk_03008,Musica 03008,Artista 168,pop,51,0.6595,0.3127,-5.9854,0.1369,0.15,0.152,0.0124,0.1789,154.89,153055
trk_03009,Musica 03009,Artista 026,pop,71,0.4455,0.8024,-4.6104,0.0903,0.424,0.0152,0.2031,0.2063,144.51,178634
trk_03010,Musica 03010,Artista 185,indie,81,0.9534,0.7545,-3.9488,0.062,0.1559,0.0035,0.2225,0.3394,141.29,207480
trk_03011,Musica 03011,Artista 098,rock,50,0.6286,0.2921,-12.5595,0.1479,0.1091,0.0693,0.0459,0.7025,159.71,257694
trk_03012,Musica 03012,Artista 159,latin,66,0.7466,0.5676,-11.8493,0.0161,0.1022,0.3602,0.1874,0.5878,181.7,239573
trk_03013,Musica 03013,Artista 010,indie,61,0.4635,0.7375,-0.8729,0.0183,0.2903,0.0073,0.2315,0.4368,141.82,282602
trk_03014,Musica 03014,Artista 156,funk,82,0.6915,0.7594,-10.7968,0.0749,0.0204,0.0349,0.1854,0.6584,140.52,196802
trk_03015,Musica 03015,Artista 090,rock,62,0.6092,0.2358,-11.4533,0.0451,0.1352,0.0012,0.0831,0.4268,113.72,246572
trk_03016,Musica 03016,Artista 200,funk,48,0.7294,0.5776,-8.8739,0.1625,0.2946,0.1086,0.1428,0.3174,107.57,164295
trk_03017,Musica 03017,Artista 187,r&b,64,0.5978,0.6399,-3.6903,0.0271,0.4694,0.003,0.1147,0.656,144.8,250845
trk_03018,Musica 03018,Artista 179,pop,46,0.3674,0.8696,1.0,0.0252,0.8095,0.1003,0.4699,0.2705,104.38,236576
trk_03019,Musica 03019,Artista 212,hip-hop,70,0.6899,0.7334,-4.6758,0.1682,0.1876,0.0107,0.0784,0.395,157.14,193687
trk_03020,Musica 03020,Artista 210,rock,41,0.6829,0.7284,-6.7795,0.0492,0.4264,0.1438,0.3308,0.2529,107.06,185425
trk_03021,Musica 03021,Artista 244,hip-hop,71,0.6585,0.6025,-0.8099,0.1155,0.467,0.0523,0.0376,0.3475,174.12,276758
trk_03022,Musica 03022,Artista 036,indie,30,0.544,0.2574,-10.3892,0.0059,0.1925,0.0045,0.1629,0.1674,139.04,230639
trk_03023,Musica 03023,Artista 038,electronic,64,0.6593,0.5953,-2.7613,0.602,0.1817,0.037,0.1391,0.1506,120.09,283494
trk_03024,Musica 03024,Artista 051,sertanejo,73,0.827,0.7826,-2.9514,0.0103,0.0506,0.0985,0.1832,0.3528,90.23,210502
trk_03025,Musica 03025,Artista 208,hip-hop,50,0.8553,0.5064,-7.8397,0.0698,0.2088,0.1171,0.0657,0.2134,88.48,258621
trk_03026,Musica 03026,Artista 219,pop,74,0.605,0.6336,-5.1419,0.368,0.1808,0.1646,0.1628,0.2015,137.21,306946
trk_03027,Musica 03027,Artista 141,rock,69,0.5299,0.8023,-2.9671,0.1727,0.3108,0.1289,0.2236,0.882,159.0,252147
trk_03028,Musica 03028,Artista 138,latin,47,0.5758,0.5284,-7.097,0.1713,0.5519,0.1156,0.3352,0.4641,83.16,286159
trk_03029,Musica 03029,Artista 245,sertanejo,71,0.5058,0.6087,-5.4828,0.0563,0.0614,0.1256,0.0512,0.141,145.54,283565
trk_03030,Musica 03030,Artista 248,hip-hop,62,0.7544,0.2069,-5.9521,0.0261,0.261,0.2473,0.24,0.3138,135.19,267595
trk_03031,Musica 03031,Artista 141,indie,62,0.7923,0.9654,-1.0399,0.0422,0.2899,0.3173,0.183,0.2402,158.05,226793
trk_03032,Musica 03032,Artista 092,pop,56,0.4219,0.1415,-12.6703,0.2371,0.4212,0.0478,0.1178,0.819,143.55,288554
trk_03033,Musica 03033,Artista 059,rock,46,0.6951,0.5118,-5.6221,0.2706,0.31,0.004,0.2397,0.3819,141.88,234906
trk_03034,Musica 03034,Artista 088,rock,53,0.5468,0.1465,-9.5337,0.0707,0.573,0.0114,0.0516,0.9646,130.12,213124
trk_03035,Musica 03035,Artista 234,dance,63,0.6954,0.6823,-0.2735,0.1902,0.5796,0.3524,0.0233,0.2207,132.78,211800
trk_03036,Musica 03036,Artista 131,funk,81,0.7347,0.876,-3.7909,0.3863,0.3053,0.0054,0.4021,0.7103,116.3,242050
trk_03037,Musica 03037,Artista 217,sertanejo,54,0.6136,0.7652,-4.7685,0.0666,0.4233,0.0576,0.4704,0.4843,105.07,231012
trk_03038,Musica 03038,Artista 140,pop,90,0.9069,0.6567,-0.1418,0.0735,0.1543,0.201,0.1954,0.7821,118.06,150034
trk_03039,Musica 03039,Artista 205,rock,59,0.7736,0.8447,-7.623,0.0998,0.1295,0.2713,0.4237,0.2644,103.32,323289
trk_03040,Musica 03040,Artista 141,funk,88,0.7048,0.7631,-3.9002,0.0959,0.0477,0.09,0.1018,0.7461,110.32,214959
trk_03041,Musica 03041,Artista 213,hip-hop,58,0.451,0.4772,-7.2954,0.0529,0.3025,0.0045,0.1062,0.9691,146.22,242124
trk_03042,Musica 03042,Artista 218,r&b,97,0.7836,0.9772,1.0,0.0565,0.2838,0.0706,0.2187,0.7758,97.98,294785
trk_03043,Musica 03043,Artista 220,indie,54,0.7202,0.6741,-7.5864,0.1146,0.5204,0.1336,0.1208,0.3663,119.26,157279
trk_03044,Musica 03044,Artista 064,electronic,42,0.841,0.4903,-5.4288,0.2925,0.378,0.1789,0.1371,0.4752,84.98,259665
trk_03045,Musica 03045,Artista 094,indie,66,0.7952,0.6924,-4.8868,0.0012,0.4346,0.1755,0.2666,0.8296,115.08,173721
trk_03046,Musica 03046,Artista 106,dance,56,0.3129,0.4646,-5.9295,0.1441,0.3654,0.0881,0.0989,0.4624,156.34,220555
trk_03047,Musica 03047,Artista 148,electronic,61,0.8158,0.575,-0.8777,0.0396,0.0541,0.0055,0.0995,0.2778,123.04,282477
trk_03048,Musica 03048,Artista 047,funk,76,0.8094,0.9364,-1.3135,0.0625,0.1373,0.071,0.4018,0.5833,93.51,269279
trk_03049,Musica 03049,Artista 053,r&b,23,0.0704,0.4069,-5.8038,0.1383,0.1623,0.1748,0.0607,0.3689,117.63,189209
trk_03050,Musica 03050,Artista 192,rock,81,0.75,0.488,-3.2963,0.0355,0.5073,0.0998,0.2023,0.8832,114.61,139653
trk_03051,Musica 03051,Artista 043,latin,68,0.5074,0.943,-3.145,0.0577,0.425,0.0257,0.3332,0.3154,109.19,100709
trk_03052,Musica 03052,Artista 043,pop,81,0.7402,0.2913,-11.0773,0.035,0.2014,0.001,0.0252,0.6876,132.3,299782
trk_03053,Musica 03053,Artista 207,funk,63,0.4286,0.5646,-4.3282,0.0169,0.4133,0.1507,0.2064,0.2903,111.32,103640
trk_03054,Musica 03054,Artista 022,indie,29,0.3817,0.3414,1.0,0.1716,0.5379,0.1729,0.1004,0.5426,125.76,212032
trk_03055,Musica 03055,Artista 113,sertanejo,73,0.8743,0.7816,-1.6439,0.205,0.1575,0.0303,0.3979,0.7536,101.53,171830
trk_03056,Musica 03056,Artista 109,electronic,49,0.8532,0.4357,-8.9726,0.1769,0.481,0.0005,0.4672,0.1371,141.16,123549
trk_03057,Musica 03057,Artista 204,sertanejo,39,0.5885,0.2733,-12.5111,0.1056,0.499,0.2224,0.2499,0.5499,165.48,174112
trk_03058,Musica 03058,Artista 115,pop,67,0.5941,0.5169,-8.2852,0.2165,0.4559,0.066,0.2898,0.654,110.67,195715
trk_03059,Musica 03059,Artista 232,rock,40,0.6167,0.3204,-9.3322,0.4373,0.4455,0.1652,0.0612,0.321,120.44,256691
trk_03060,Musica 03060,Artista 102,rock,63,0.6675,0.4309,-5.4289,0.0276,0.1149,0.1954,0.0688,0.4777,128.46,229545
trk_03061,Musica 03061,Artista 015,sertanejo,80,0.8609,0.2771,-1.6046,0.5831,0.2948,0.0459,0.1269,0.8664,123.25,174358
trk_03062,Musica 03062,Artista 096,electronic,44,0.4438,0.4931,-8.1614,0.0166,0.598,0.0757,0.2652,0.6005,136.18,142429
trk_03063,Musica 03063,Artista 005,rock,54,0.8253,0.1796,-8.4286,0.1398,0.1655,0.0295,0.4163,0.6832,144.41,274943
trk_03064,Musica 03064,Artista 030,latin,86,0.6784,0.7539,-1.6804,0.1107,0.1854,0.0038,0.1946,0.7185,85.29,192807
trk_03065,Musica 03065,Artista 212,hip-hop,67,0.5687,0.5363,-6.0577,0.1414,0.6018,0.0631,0.2869,0.3879,130.76,178394
trk_03066,Musica 03066,Artista 012,electronic,68,0.7756,0.8488,-1.1886,0.088,0.3919,0.0971,0.146,0.2218,127.44,272884
trk_03067,Musica 03067,Artista 022,hip-hop,79,0.6411,0.908,-4.7223,0.0616,0.5633,0.053,0.1463,0.5591,161.38,186366
trk_03068,Musica 03068,Artista 192,rock,61,0.5746,0.8349,-4.7346,0.0792,0.4472,0.0211,0.2371,0.5603,124.28,210423
trk_03069,Musica 03069,Artista 201,indie,70,0.7664,0.771,-4.1964,0.0046,0.4848,0.0086,0.0241,0.5599,99.75,251008
trk_03070,Musica 03070,Artista 213,electronic,43,0.6333,0.5978,-4.9461,0.1731,0.4636,0.0805,0.3554,0.5307,158.75,240062
trk_03071,Musica 03071,Artista 032,pop,72,0.7384,0.5867,-9.9488,0.0247,0.256,0.1748,0.3013,0.2109,154.47,171856
trk_03072,Musica 03072,Artista 057,dance,61,0.7024,0.6557,-4.9243,0.1645,0.5616,0.0443,0.3859,0.3008,150.48,168724
trk_03073,Musica 03073,Artista 128,latin,69,0.7907,0.8346,-2.43,0.0429,0.6275,0.1692,0.099,0.6341,157.84,239272
trk_03074,Musica 03074,Artista 054,funk,64,0.6007,0.8544,-5.5352,0.0669,0.5779,0.1818,0.3075,0.7023,100.2,174997
trk_03075,Musica 03075,Artista 059,latin,100,0.9764,0.8249,-2.4188,0.0687,0.2213,0.0019,0.0991,0.8399,98.52,227766
trk_03076,Musica 03076,Artista 173,r&b,76,0.5152,0.684,-2.2298,0.0245,0.2899,0.0113,0.2539,0.5877,135.28,162302
trk_03077,Musica 03077,Artista 213,hip-hop,68,0.6904,0.8542,-2.9562,0.1426,0.3748,0.105,0.0395,0.3744,119.83,251872
trk_03078,Musica 03078,Artista 082,sertanejo,68,0.8215,0.9302,-4.8587,0.2374,0.023,0.0376,0.0663,0.3214,91.09,289359
trk_03079,Musica 03079,Artista 177,sertanejo,73,0.7782,0.7343,-8.4075,0.3941,0.3423,0.1264,0.1135,0.5245,118.48,239698
trk_03080,Musica 03080,Artista 089,rock,48,0.6236,0.4112,-4.0345,0.0657,0.3918,0.0612,0.5464,0.6956,147.4,241994
trk_03081,Musica 03081,Artista 077,rock,52,0.671,0.4511,-3.3249,0.0553,0.3106,0.0483,0.5258,0.3734,62.21,145641
trk_03082,Musica 03082,Artista 043,pop,80,0.9397,0.5008,0.6067,0.2059,0.2753,0.1316,0.1384,0.5742,139.12,117644
trk_03083,Musica 03083,Artista 021,funk,54,0.5176,0.5795,-10.17,0.0841,0.2704,0.1223,0.2673,0.3571,77.34,186588
trk_03084,Musica 03084,Artista 164,indie,63,0.8219,0.5594,-0.7257,0.1403,0.2668,0.1366,0.1239,0.6953,118.62,159983
trk_03085,Musica 03085,Artista 006,indie,61,0.7558,0.4919,-1.8339,0.0425,0.3752,0.0913,0.394,0.2716,117.62,220772
trk_03086,Musica 03086,Artista 246,hip-hop,72,0.8345,0.6179,-4.1848,0.0319,0.0646,0.134,0.3341,0.3457,106.39,277383
trk_03087,Musica 03087,Artista 110,rock,78,0.7048,0.7512,-0.6746,0.2847,0.037,0.0482,0.5356,0.5931,122.96,85655
trk_03088,Musica 03088,Artista 013,electronic,66,0.8169,0.6261,-4.5433,0.0289,0.2036,0.0941,0.0797,0.2805,163.4,237335
trk_03089,Musica 03089,Artista 129,sertanejo,65,0.7319,0.7822,-3.5243,0.0103,0.7325,0.0391,0.1189,0.1763,112.11,217744
trk_03090,Musica 03090,Artista 184,r&b,68,0.9551,0.6807,-8.0463,0.2267,0.2665,0.0371,0.0675,0.1525,125.79,237038
trk_03091,Musica 03091,Artista 223,latin,48,0.454,0.913,-4.689,0.0331,0.5865,0.0747,0.1909,0.454,122.7,292110
trk_03092,Musica 03092,Artista 008,r&b,61,0.9046,0.3502,-4.6309,0.025,0.2973,0.0512,0.2229,0.7361,122.62,188867
trk_03093,Musica 03093,Artista 050,latin,61,0.8417,0.3583,-6.6193,0.188,0.4234,0.0221,0.1685,0.5034,112.12,231872
trk_03094,Musica 03094,Artista 136,dance,49,0.4161,0.394,-8.5974,0.1736,0.2614,0.012,0.144,0.4208,92.43,198204
trk_03095,Musica 03095,Artista 104,electronic,62,0.8482,0.3543,-7.2037,0.2441,0.3652,0.0804,0.1718,0.3781,110.58,295942
trk_03096,Musica 03096,Artista 034,pop,74,0.4844,0.6326,-4.954,0.3394,0.3777,0.0365,0.087,0.6994,169.27,204091
trk_03097,Musica 03097,Artista 086,pop,100,0.6663,0.474,-1.8251,0.2114,0.0992,0.2158,0.1358,0.3081,146.58,236335
trk_03098,Musica 03098,Artista 182,hip-hop,66,0.6556,0.3831,-2.702,0.0467,0.2698,0.0658,0.2039,0.4695,108.11,191781
trk_03099,Musica 03099,Artista 168,rock,63,0.4722,0.6462,-5.5868,0.2987,0.1721,0.1234,0.2592,0.7788,163.85,217641
trk_03100,Musica 03100,Artista 228,pop,70,0.6654,0.6417,-6.2823,0.16,0.2517,0.0666,0.1013,0.3604,77.03,241083
trk_03101,Musica 03101,Artista 082,dance,93,0.419,0.375,-3.7714,0.4172,0.0746,0.1198,0.3241,0.7718,123.75,206407
trk_03102,Musica 03102,Artista 154,rock,55,0.6503,0.8232,-6.304,0.0316,0.2492,0.1675,0.5803,0.246,77.02,170749
trk_03103,Musica 03103,Artista 111,dance,43,0.8789,0.2437,-4.766,0.0331,0.3732,0.0568,0.1598,0.5701,160.74,169986
trk_03104,Musica 03104,Artista 215,indie,55,0.5794,0.4354,-1.7692,0.1138,0.4207,0.1104,0.0164,0.5048,97.36,309529
trk_03105,Musica 03105,Artista 038,funk,49,0.6964,0.7946,0.8901,0.2822,0.3709,0.1482,0.1818,0.2434,144.78,202316
trk_03106,Musica 03106,Artista 164,funk,63,0.8192,0.7545,-7.0385,0.1441,0.3591,0.0128,0.2271,0.1708,146.12,302845
trk_03107,Musica 03107,Artista 047,hip-hop,67,0.8698,0.5241,-4.8559,0.3937,0.4063,0.028,0.0055,0.2655,147.96,238077
trk_03108,Musica 03108,Artista 066,funk,46,0.2869,0.2325,-6.8309,0.0345,0.2463,0.0442,0.0467,0.257,118.27,255637
trk_03109,Musica 03109,Artista 126,rock,65,0.4512,0.3997,-11.1518,0.3979,0.3773,0.0238,0.0379,0.3251,61.1,188829
trk_03110,Musica 03110,Artista 218,r&b,88,0.5217,0.7338,-2.794,0.0445,0.2031,0.0668,0.0042,0.4373,125.45,271985
trk_03111,Musica 03111,Artista 229,hip-hop,58,0.4764,0.555,-5.4799,0.351,0.9003,0.0309,0.3543,0.248,112.0,255880
trk_03112,Musica 03112,Artista 103,rock,90,0.6797,0.8823,-4.3973,0.1242,0.2635,0.0254,0.0402,0.3428,115.9,306021
trk_03113,Musica 03113,Artista 126,funk,71,0.6855,0.4617,-5.7504,0.3698,0.3542,0.0247,0.0088,0.3605,102.77,177391
trk_03114,Musica 03114,Artista 069,funk,75,0.416,0.3497,-7.3512,0.2285,0.2618,0.0862,0.3462,0.7299,95.15,235104
trk_03115,Musica 03115,Artista 180,electronic,45,0.628,0.4547,-7.6507,0.1297,0.3919,0.0284,0.1251,0.5217,88.61,303460
trk_03116,Musica 03116,Artista 134,funk,77,0.5928,0.5937,-2.5918,0.0211,0.1653,0.0165,0.1179,0.7809,128.16,177408
trk_03117,Musica 03117,Artista 247,pop,94,0.8618,0.7135,-4.7302,0.0843,0.0872,0.005,0.1401,0.8662,113.09,176317
trk_03118,Musica 03118,Artista 203,funk,83,0.4615,0.4797,-2.0579,0.2522,0.5644,0.1207,0.0753,0.8596,97.57,247341
trk_03119,Musica 03119,Artista 189,rock,74,0.5297,0.516,-3.4149,0.292,0.3366,0.0001,0.4055,0.5967,96.97,208968
trk_03120,Musica 03120,Artista 246,rock,68,0.7675,0.7792,-1.9293,0.1777,0.1108,0.1981,0.2755,0.7077,102.47,228971
trk_03121,Musica 03121,Artista 038,pop,68,0.5611,0.5837,-9.7582,0.1877,0.2326,0.0068,0.1782,0.5554,74.37,173314
trk_03122,Musica 03122,Artista 077,hip-hop,59,0.3328,0.7183,-4.5668,0.0789,0.2715,0.0908,0.1449,0.2853,116.32,220020
trk_03123,Musica 03123,Artista 036,hip-hop,70,0.4094,0.3835,-3.5751,0.1052,0.0707,0.0396,0.1113,0.4813,111.88,264880
trk_03124,Musica 03124,Artista 129,electronic,66,0.5478,0.4225,-1.8943,0.1315,0.1137,0.1133,0.0258,0.6214,84.1,215636
trk_03125,Musica 03125,Artista 136,rock,79,0.8278,0.7369,-4.3501,0.0413,0.0553,0.1383,0.0641,0.3648,126.33,277276
trk_03126,Musica 03126,Artista 249,rock,58,0.579,0.4253,-9.562,0.1686,0.2161,0.299,0.1336,0.3643,108.6,123951
trk_03127,Musica 03127,Artista 006,sertanejo,60,0.2644,0.8495,0.4928,0.2116,0.548,0.1122,0.1039,0.273,133.6,241913
trk_03128,Musica 03128,Artista 128,pop,72,0.6898,0.492,-8.0965,0.118,0.1111,0.039,0.1766,0.5819,154.05,236333
trk_03129,Musica 03129,Artista 080,funk,83,0.6125,0.652,-10.3075,0.0265,0.0576,0.0019,0.0952,0.8369,108.61,214154
trk_03130,Musica 03130,Artista 007,r&b,56,0.9494,0.6122,-4.9442,0.1293,0.0435,0.0305,0.0432,0.9083,156.26,309522
trk_03131,Musica 03131,Artista 228,hip-hop,59,0.6671,0.4552,-6.0809,0.265,0.4267,0.0452,0.0765,0.5365,115.28,223690
trk_03132,Musica 03132,Artista 170,r&b,68,0.8259,0.9001,0.2483,0.0096,0.1145,0.2583,0.1439,0.4299,140.31,189910
trk_03133,Musica 03133,Artista 125,pop,82,0.6911,0.5174,-2.1322,0.2101,0.25,0.251,0.1146,0.4278,136.79,235119
trk_03134,Musica 03134,Artista 184,pop,54,0.528,0.6141,-6.6803,0.0558,0.5626,0.3927,0.2124,0.5368,91.52,135074
trk_03135,Musica 03135,Artista 083,funk,59,0.5349,0.3299,-9.7688,0.046,0.2918,0.228,0.2057,0.4146,124.46,193044
